+----+-----------------+----------------+--------------+-------------+-------+------------------+
|    | Package         | Type           |         Corr |           p |   Lag |   decay_strength |
|  8 | vars            | Point-Biserial | -0.226388    | 0.0235181   |     5 |          1.88889 |
|  9 | vars            | Pearson        | -0.532857    | 1.1505e-08  |     5 |          1.88889 |
| 10 | vars            | Point-Biserial | -0.216558    | 0.0175154   |     6 |          1.88889 |
| 11 | vars            | Pearson        | -0.517988    | 1.36971e-09 |     6 |          1.88889 |
| 12 | vars            | Point-Biserial | -0.189442    | 0.0249778   |     7 |          1.88889 |
| 13 | vars            | Pearson        | -0.478664    | 2.20501e-09 |     7 |          1.88889 |
|  0 | lmtest          | Point-Biserial | -0.567162    | 0.00910962  |     1 |          1.88889 |
|  1 | lmtest          | Pearson        | -0.731648    | 0.000246134 |     1 |          1.88889 |
|  2 | lmtest          | Point-Biserial | -0.361716    | 0.0218239   |     2 |          1.88889 |
|  3 | lmtest          | Pearson        | -0.52272     | 0.000539601 |     2 |          1.88889 |
|  4 | lmtest          | Point-Biserial | -0.279603    | 0.0304961   |     3 |          1.88889 |
|  5 | lmtest          | Pearson        | -0.47682     | 0.000117351 |     3 |          1.88889 |
|  6 | lmtest          | Point-Biserial | -0.243075    | 0.0298097   |     4 |          1.88889 |
|  7 | lmtest          | Pearson        | -0.508923    | 1.43331e-06 |     4 |          1.88889 |
|  8 | lmtest          | Point-Biserial | -0.226397    | 0.0235125   |     5 |          1.88889 |
|  9 | lmtest          | Pearson        | -0.532822    | 1.15353e-08 |     5 |          1.88889 |
| 10 | lmtest          | Point-Biserial | -0.216541    | 0.0175243   |     6 |          1.88889 |
| 11 | lmtest          | Pearson        | -0.517919    | 1.37781e-09 |     6 |          1.88889 |
| 12 | lmtest          | Point-Biserial | -0.189436    | 0.0249819   |     7 |          1.88889 |
| 13 | lmtest          | Pearson        | -0.478591    | 2.21929e-09 |     7 |          1.88889 |
|  0 | VLTimeCausality | Point-Biserial | -0.687139    | 0.000816536 |     1 |          1.88889 |
|  1 | VLTimeCausality | Pearson        | -0.91947     | 1.0072e-08  |     1 |          1.88889 |
|  2 | VLTimeCausality | Point-Biserial | -0.432251    | 0.00534595  |     2 |          1.88889 |
|  3 | VLTimeCausality | Pearson        | -0.605904    | 3.42608e-05 |     2 |          1.88889 |
|  4 | VLTimeCausality | Point-Biserial | -0.364267    | 0.00421964  |     3 |          1.88889 |
|  5 | VLTimeCausality | Pearson        | -0.43455     | 0.000521828 |     3 |          1.88889 |
|  6 | VLTimeCausality | Point-Biserial | -0.323059    | 0.00346833  |     4 |          1.88889 |
|  7 | VLTimeCausality | Pearson        | -0.400112    | 0.000235762 |     4 |          1.88889 |
|  8 | VLTimeCausality | Point-Biserial | -0.328525    | 0.000846635 |     5 |          1.88889 |
|  9 | VLTimeCausality | Pearson        | -0.459851    | 1.48577e-06 |     5 |          1.88889 |
| 10 | VLTimeCausality | Point-Biserial | -0.295576    | 0.00104718  |     6 |          1.88889 |
| 11 | VLTimeCausality | Pearson        | -0.397838    | 6.80639e-06 |     6 |          1.88889 |
| 12 | VLTimeCausality | Point-Biserial | -0.286414    | 0.000602068 |     7 |          1.88889 |
| 13 | VLTimeCausality | Pearson        | -0.409401    | 5.09792e-07 |     7 |          1.88889 |
|  0 | NlinTS          | Point-Biserial |  0.313358    | 0.178521    |     1 |          1.88889 |
|  1 | NlinTS          | Pearson        | -0.0726639   | 0.760792    |     1 |          1.88889 |
|  2 | NlinTS          | Point-Biserial |  0.139245    | 0.391487    |     2 |          1.88889 |
|  3 | NlinTS          | Pearson        |  0.229416    | 0.154442    |     2 |          1.88889 |
|  4 | NlinTS          | Point-Biserial |  0.092766    | 0.48083     |     3 |          1.88889 |
|  5 | NlinTS          | Pearson        |  0.0991297   | 0.451113    |     3 |          1.88889 |
|  6 | NlinTS          | Point-Biserial |  0.074482    | 0.511428    |     4 |          1.88889 |
|  7 | NlinTS          | Pearson        |  6.93889e-18 | 1           |     4 |          1.88889 |
|  8 | NlinTS          | Point-Biserial |  0.0781531   | 0.439589    |     5 |          1.88889 |
|  9 | NlinTS          | Pearson        |  0.0458831   | 0.650332    |     5 |          1.88889 |
| 10 | NlinTS          | Point-Biserial |  0.102287    | 0.266274    |     6 |          1.88889 |
| 11 | NlinTS          | Pearson        |  0.00902458  | 0.92207     |     6 |          1.88889 |
| 12 | NlinTS          | Point-Biserial |  0.085658    | 0.314279    |     7 |          1.88889 |
| 13 | NlinTS          | Pearson        | -0.0760875   | 0.371587    |     7 |          1.88889 |
|  0 | statsmodels     | Point-Biserial | -0.566035    | 0.00927948  |     1 |          2.11111 |
|  1 | statsmodels     | Pearson        | -0.716602    | 0.000378324 |     1 |          2.11111 |
|  2 | statsmodels     | Point-Biserial | -0.337051    | 0.0334388   |     2 |          2.11111 |
|  3 | statsmodels     | Pearson        | -0.304376    | 0.0561871   |     2 |          2.11111 |
|  4 | statsmodels     | Point-Biserial | -0.290433    | 0.0243778   |     3 |          2.11111 |
|  5 | statsmodels     | Pearson        | -0.33436     | 0.00902582  |     3 |          2.11111 |
|  6 | statsmodels     | Point-Biserial | -0.253517    | 0.0232658   |     4 |          2.11111 |
|  7 | statsmodels     | Pearson        | -0.360284    | 0.001028    |     4 |          2.11111 |
|  8 | statsmodels     | Point-Biserial | -0.252614    | 0.0112239   |     5 |          2.11111 |
|  9 | statsmodels     | Pearson        | -0.338252    | 0.000577351 |     5 |          2.11111 |
| 10 | statsmodels     | Point-Biserial | -0.227739    | 0.012363    |     6 |          2.11111 |
| 11 | statsmodels     | Pearson        | -0.285313    | 0.00158495  |     6 |          2.11111 |
| 12 | statsmodels     | Point-Biserial | -0.202567    | 0.0163836   |     7 |          2.11111 |
| 13 | statsmodels     | Pearson        | -0.233214    | 0.00555361  |     7 |          2.11111 |
|  0 | vars            | Point-Biserial | -0.567411    | 0.00907241  |     1 |          2.11111 |
|  1 | vars            | Pearson        | -0.731916    | 0.000244193 |     1 |          2.11111 |
|  2 | vars            | Point-Biserial | -0.359132    | 0.0228553   |     2 |          2.11111 |
|  3 | vars            | Pearson        | -0.515121    | 0.000670783 |     2 |          2.11111 |
|  4 | vars            | Point-Biserial | -0.274333    | 0.0339089   |     3 |          2.11111 |
|  5 | vars            | Pearson        | -0.475909    | 0.000121439 |     3 |          2.11111 |
|  6 | vars            | Point-Biserial | -0.234036    | 0.0366669   |     4 |          2.11111 |
|  7 | vars            | Pearson        | -0.510084    | 1.34386e-06 |     4 |          2.11111 |
|  8 | vars            | Point-Biserial | -0.213616    | 0.0328427   |     5 |          2.11111 |
|  9 | vars            | Pearson        | -0.530362    | 1.38513e-08 |     5 |          2.11111 |
| 10 | vars            | Point-Biserial | -0.20684     | 0.0234101   |     6 |          2.11111 |
| 11 | vars            | Pearson        | -0.514149    | 1.89707e-09 |     6 |          2.11111 |
| 12 | vars            | Point-Biserial | -0.181016    | 0.0323289   |     7 |          2.11111 |
| 13 | vars            | Pearson        | -0.473754    | 3.37959e-09 |     7 |          2.11111 |
|  0 | lmtest          | Point-Biserial | -0.567512    | 0.00905736  |     1 |          2.11111 |
|  1 | lmtest          | Pearson        | -0.731985    | 0.000243695 |     1 |          2.11111 |
|  2 | lmtest          | Point-Biserial | -0.359154    | 0.0228465   |     2 |          2.11111 |
|  3 | lmtest          | Pearson        | -0.515133    | 0.000670549 |     2 |          2.11111 |
|  4 | lmtest          | Point-Biserial | -0.27436     | 0.0338904   |     3 |          2.11111 |
|  5 | lmtest          | Pearson        | -0.47591     | 0.000121432 |     3 |          2.11111 |
|  6 | lmtest          | Point-Biserial | -0.234043    | 0.0366612   |     4 |          2.11111 |
|  7 | lmtest          | Pearson        | -0.510021    | 1.34857e-06 |     4 |          2.11111 |
|  8 | lmtest          | Point-Biserial | -0.213629    | 0.0328315   |     5 |          2.11111 |
|  9 | lmtest          | Pearson        | -0.530317    | 1.38969e-08 |     5 |          2.11111 |
| 10 | lmtest          | Point-Biserial | -0.206829    | 0.0234176   |     6 |          2.11111 |
| 11 | lmtest          | Pearson        | -0.514065    | 1.9104e-09  |     6 |          2.11111 |
| 12 | lmtest          | Point-Biserial | -0.181013    | 0.0323321   |     7 |          2.11111 |
| 13 | lmtest          | Pearson        | -0.47367     | 3.4044e-09  |     7 |          2.11111 |
|  0 | VLTimeCausality | Point-Biserial | -0.687459    | 0.000810114 |     1 |          2.11111 |
|  1 | VLTimeCausality | Pearson        | -0.919648    | 9.87908e-09 |     1 |          2.11111 |
|  2 | VLTimeCausality | Point-Biserial | -0.434048    | 0.00513732  |     2 |          2.11111 |
|  3 | VLTimeCausality | Pearson        | -0.605685    | 3.45454e-05 |     2 |          2.11111 |
|  4 | VLTimeCausality | Point-Biserial | -0.359595    | 0.00477434  |     3 |          2.11111 |
|  5 | VLTimeCausality | Pearson        | -0.434034    | 0.000530793 |     3 |          2.11111 |
|  6 | VLTimeCausality | Point-Biserial | -0.319093    | 0.00391462  |     4 |          2.11111 |
|  7 | VLTimeCausality | Pearson        | -0.399433    | 0.000242136 |     4 |          2.11111 |
|  8 | VLTimeCausality | Point-Biserial | -0.318587    | 0.00123604  |     5 |          2.11111 |
|  9 | VLTimeCausality | Pearson        | -0.458762    | 1.58449e-06 |     5 |          2.11111 |
| 10 | VLTimeCausality | Point-Biserial | -0.287879    | 0.00143102  |     6 |          2.11111 |
| 11 | VLTimeCausality | Pearson        | -0.396351    | 7.41874e-06 |     6 |          2.11111 |
| 12 | VLTimeCausality | Point-Biserial | -0.27723     | 0.000912961 |     7 |          2.11111 |
| 13 | VLTimeCausality | Pearson        | -0.407312    | 5.89946e-07 |     7 |          2.11111 |
|  0 | NlinTS          | Point-Biserial |  0.313459    | 0.178374    |     1 |          2.11111 |
|  1 | NlinTS          | Pearson        | -0.0719419   | 0.763103    |     1 |          2.11111 |
|  2 | NlinTS          | Point-Biserial |  0.135197    | 0.405536    |     2 |          2.11111 |
|  3 | NlinTS          | Pearson        |  0.229416    | 0.154442    |     2 |          2.11111 |
|  4 | NlinTS          | Point-Biserial |  0.0955514   | 0.467696    |     3 |          2.11111 |
|  5 | NlinTS          | Pearson        |  0.0999164   | 0.44751     |     3 |          2.11111 |
|  6 | NlinTS          | Point-Biserial |  0.0770036   | 0.497195    |     4 |          2.11111 |
|  7 | NlinTS          | Pearson        |  6.93889e-18 | 1           |     4 |          2.11111 |
|  8 | NlinTS          | Point-Biserial |  0.077671    | 0.442424    |     5 |          2.11111 |
|  9 | NlinTS          | Pearson        |  0.0458831   | 0.650332    |     5 |          2.11111 |
| 10 | NlinTS          | Point-Biserial |  0.100115    | 0.276612    |     6 |          2.11111 |
| 11 | NlinTS          | Pearson        |  0.0287796   | 0.755018    |     6 |          2.11111 |
| 12 | NlinTS          | Point-Biserial |  0.0915031   | 0.282272    |     7 |          2.11111 |
| 13 | NlinTS          | Pearson        | -0.0648673   | 0.446393    |     7 |          2.11111 |
|  0 | statsmodels     | Point-Biserial | -0.566769    | 0.00916857  |     1 |          2.33333 |
|  1 | statsmodels     | Pearson        | -0.717269    | 0.000371388 |     1 |          2.33333 |
|  2 | statsmodels     | Point-Biserial | -0.332253    | 0.0362036   |     2 |          2.33333 |
|  3 | statsmodels     | Pearson        | -0.286256    | 0.0733389   |     2 |          2.33333 |
|  4 | statsmodels     | Point-Biserial | -0.279217    | 0.0307357   |     3 |          2.33333 |
|  5 | statsmodels     | Pearson        | -0.341207    | 0.0076312   |     3 |          2.33333 |
|  6 | statsmodels     | Point-Biserial | -0.242855    | 0.0299628   |     4 |          2.33333 |
|  7 | statsmodels     | Pearson        | -0.3567      | 0.00116321  |     4 |          2.33333 |
|  8 | statsmodels     | Point-Biserial | -0.240695    | 0.0158539   |     5 |          2.33333 |
|  9 | statsmodels     | Pearson        | -0.344868    | 0.000441808 |     5 |          2.33333 |
| 10 | statsmodels     | Point-Biserial | -0.216671    | 0.0174554   |     6 |          2.33333 |
| 11 | statsmodels     | Pearson        | -0.276734    | 0.00221543  |     6 |          2.33333 |
| 12 | statsmodels     | Point-Biserial | -0.191725    | 0.0232511   |     7 |          2.33333 |
| 13 | statsmodels     | Pearson        | -0.230676    | 0.00610656  |     7 |          2.33333 |
|  0 | vars            | Point-Biserial | -0.567454    | 0.00906605  |     1 |          2.33333 |
|  1 | vars            | Pearson        | -0.731761    | 0.000245314 |     1 |          2.33333 |
|  2 | vars            | Point-Biserial | -0.357014    | 0.0237309   |     2 |          2.33333 |
|  3 | vars            | Pearson        | -0.508515    | 0.00080718  |     2 |          2.33333 |
|  4 | vars            | Point-Biserial | -0.26971     | 0.0371591   |     3 |          2.33333 |
|  5 | vars            | Pearson        | -0.475132    | 0.000125027 |     3 |          2.33333 |
|  6 | vars            | Point-Biserial | -0.226475    | 0.0433724   |     4 |          2.33333 |
|  7 | vars            | Pearson        | -0.510822    | 1.28979e-06 |     4 |          2.33333 |
|  8 | vars            | Point-Biserial | -0.203147    | 0.0426501   |     5 |          2.33333 |
|  9 | vars            | Pearson        | -0.528049    | 1.64292e-08 |     5 |          2.33333 |
| 10 | vars            | Point-Biserial | -0.198861    | 0.0294504   |     6 |          2.33333 |
| 11 | vars            | Pearson        | -0.510657    | 2.54207e-09 |     6 |          2.33333 |
| 12 | vars            | Point-Biserial | -0.174075    | 0.0396915   |     7 |          2.33333 |
| 13 | vars            | Pearson        | -0.469353    | 4.92775e-09 |     7 |          2.33333 |
|  0 | lmtest          | Point-Biserial | -0.567556    | 0.00905085  |     1 |          2.33333 |
|  1 | lmtest          | Pearson        | -0.731829    | 0.00024482  |     1 |          2.33333 |
|  2 | lmtest          | Point-Biserial | -0.357038    | 0.0237209   |     2 |          2.33333 |
|  3 | lmtest          | Pearson        | -0.508525    | 0.000806959 |     2 |          2.33333 |
|  4 | lmtest          | Point-Biserial | -0.269741    | 0.0371368   |     3 |          2.33333 |
|  5 | lmtest          | Pearson        | -0.475131    | 0.000125035 |     3 |          2.33333 |
|  6 | lmtest          | Point-Biserial | -0.226484    | 0.043364    |     4 |          2.33333 |
|  7 | lmtest          | Pearson        | -0.510752    | 1.29488e-06 |     4 |          2.33333 |
|  8 | lmtest          | Point-Biserial | -0.203163    | 0.0426339   |     5 |          2.33333 |
|  9 | lmtest          | Pearson        | -0.527998    | 1.64908e-08 |     5 |          2.33333 |
| 10 | lmtest          | Point-Biserial | -0.198853    | 0.029457    |     6 |          2.33333 |
| 11 | lmtest          | Pearson        | -0.510565    | 2.56183e-09 |     6 |          2.33333 |
| 12 | lmtest          | Point-Biserial | -0.174071    | 0.0396958   |     7 |          2.33333 |
| 13 | lmtest          | Pearson        | -0.469262    | 4.96619e-09 |     7 |          2.33333 |
|  0 | VLTimeCausality | Point-Biserial | -0.687779    | 0.000803736 |     1 |          2.33333 |
|  1 | VLTimeCausality | Pearson        | -0.919802    | 9.71628e-09 |     1 |          2.33333 |
|  2 | VLTimeCausality | Point-Biserial | -0.435126    | 0.00501571  |     2 |          2.33333 |
|  3 | VLTimeCausality | Pearson        | -0.605452    | 3.4851e-05  |     2 |          2.33333 |
|  4 | VLTimeCausality | Point-Biserial | -0.355022    | 0.00537857  |     3 |          2.33333 |
|  5 | VLTimeCausality | Pearson        | -0.433549    | 0.000539367 |     3 |          2.33333 |
|  6 | VLTimeCausality | Point-Biserial | -0.315452    | 0.00436865  |     4 |          2.33333 |
|  7 | VLTimeCausality | Pearson        | -0.398769    | 0.000248523 |     4 |          2.33333 |
|  8 | VLTimeCausality | Point-Biserial | -0.309973    | 0.00169848  |     5 |          2.33333 |
|  9 | VLTimeCausality | Pearson        | -0.457737    | 1.68302e-06 |     5 |          2.33333 |
| 10 | VLTimeCausality | Point-Biserial | -0.281027    | 0.00187603  |     6 |          2.33333 |
| 11 | VLTimeCausality | Pearson        | -0.394999    | 8.01997e-06 |     6 |          2.33333 |
| 12 | VLTimeCausality | Point-Biserial | -0.269213    | 0.00129803  |     7 |          2.33333 |
| 13 | VLTimeCausality | Pearson        | -0.405504    | 6.68872e-07 |     7 |          2.33333 |
|  0 | NlinTS          | Point-Biserial |  0.313096    | 0.178905    |     1 |          2.33333 |
|  1 | NlinTS          | Pearson        | -0.07168     | 0.763942    |     1 |          2.33333 |
|  2 | NlinTS          | Point-Biserial |  0.131555    | 0.418419    |     2 |          2.33333 |
|  3 | NlinTS          | Pearson        |  0.229416    | 0.154442    |     2 |          2.33333 |
|  4 | NlinTS          | Point-Biserial |  0.0972154   | 0.459944    |     3 |          2.33333 |
|  5 | NlinTS          | Pearson        |  0.100303    | 0.445745    |     3 |          2.33333 |
|  6 | NlinTS          | Point-Biserial |  0.0783493   | 0.489684    |     4 |          2.33333 |
|  7 | NlinTS          | Pearson        | -3.46945e-18 | 1           |     4 |          2.33333 |
|  8 | NlinTS          | Point-Biserial |  0.0766943   | 0.4482      |     5 |          2.33333 |
|  9 | NlinTS          | Pearson        |  0.0458831   | 0.650332    |     5 |          2.33333 |
| 10 | NlinTS          | Point-Biserial |  0.0940633   | 0.306831    |     6 |          2.33333 |
| 11 | NlinTS          | Pearson        |  0.0442172   | 0.631555    |     6 |          2.33333 |
| 12 | NlinTS          | Point-Biserial |  0.0937293   | 0.270677    |     7 |          2.33333 |
| 13 | NlinTS          | Pearson        | -0.0492776   | 0.56314     |     7 |          2.33333 |
|  0 | statsmodels     | Point-Biserial | -0.56732     | 0.00908592  |     1 |          2.55556 |
|  1 | statsmodels     | Pearson        | -0.717583    | 0.000368162 |     1 |          2.55556 |
|  2 | statsmodels     | Point-Biserial | -0.327368    | 0.0392071   |     2 |          2.55556 |
|  3 | statsmodels     | Pearson        | -0.272237    | 0.0892346   |     2 |          2.55556 |
|  4 | statsmodels     | Point-Biserial | -0.269191    | 0.0375399   |     3 |          2.55556 |
|  5 | statsmodels     | Pearson        | -0.347286    | 0.00655477  |     3 |          2.55556 |
|  6 | statsmodels     | Point-Biserial | -0.233448    | 0.037156    |     4 |          2.55556 |
|  7 | statsmodels     | Pearson        | -0.354379    | 0.00125916  |     4 |          2.55556 |
|  8 | statsmodels     | Point-Biserial | -0.230596    | 0.0209899   |     5 |          2.55556 |
|  9 | statsmodels     | Pearson        | -0.35026     | 0.000353687 |     5 |          2.55556 |
| 10 | statsmodels     | Point-Biserial | -0.207908    | 0.0226882   |     6 |          2.55556 |
| 11 | statsmodels     | Pearson        | -0.270705    | 0.00278587  |     6 |          2.55556 |
| 12 | statsmodels     | Point-Biserial | -0.183194    | 0.0302713   |     7 |          2.55556 |
| 13 | statsmodels     | Pearson        | -0.230002    | 0.00626142  |     7 |          2.55556 |
|  0 | vars            | Point-Biserial | -0.567427    | 0.00907004  |     1 |          2.55556 |
|  1 | vars            | Pearson        | -0.731457    | 0.000247519 |     1 |          2.55556 |
|  2 | vars            | Point-Biserial | -0.355248    | 0.0244823   |     2 |          2.55556 |
|  3 | vars            | Pearson        | -0.502723    | 0.000946521 |     2 |          2.55556 |
|  4 | vars            | Point-Biserial | -0.265669    | 0.0402084   |     3 |          2.55556 |
|  5 | vars            | Pearson        | -0.474465    | 0.00012819  |     3 |          2.55556 |
|  6 | vars            | Point-Biserial | -0.220135    | 0.0497513   |     4 |          2.55556 |
|  7 | vars            | Pearson        | -0.511221    | 1.26141e-06 |     4 |          2.55556 |
|  8 | vars            | Point-Biserial | -0.194538    | 0.0524408   |     5 |          2.55556 |
|  9 | vars            | Pearson        | -0.525968    | 1.9136e-08  |     5 |          2.55556 |
| 10 | vars            | Point-Biserial | -0.192261    | 0.0354015   |     6 |          2.55556 |
| 11 | vars            | Pearson        | -0.507571    | 3.28377e-09 |     6 |          2.55556 |
| 12 | vars            | Point-Biserial | -0.16831     | 0.0468313   |     7 |          2.55556 |
| 13 | vars            | Pearson        | -0.46553     | 6.80847e-09 |     7 |          2.55556 |
|  0 | lmtest          | Point-Biserial | -0.56753     | 0.0090547   |     1 |          2.55556 |
|  1 | lmtest          | Pearson        | -0.731525    | 0.000247026 |     1 |          2.55556 |
|  2 | lmtest          | Point-Biserial | -0.355273    | 0.0244712   |     2 |          2.55556 |
|  3 | lmtest          | Pearson        | -0.502731    | 0.000946321 |     2 |          2.55556 |
|  4 | lmtest          | Point-Biserial | -0.265702    | 0.040183    |     3 |          2.55556 |
|  5 | lmtest          | Pearson        | -0.47446     | 0.000128211 |     3 |          2.55556 |
|  6 | lmtest          | Point-Biserial | -0.220144    | 0.0497411   |     4 |          2.55556 |
|  7 | lmtest          | Pearson        | -0.511144    | 1.26686e-06 |     4 |          2.55556 |
|  8 | lmtest          | Point-Biserial | -0.194555    | 0.0524204   |     5 |          2.55556 |
|  9 | lmtest          | Pearson        | -0.525913    | 1.92138e-08 |     5 |          2.55556 |
| 10 | lmtest          | Point-Biserial | -0.192254    | 0.0354077   |     6 |          2.55556 |
| 11 | lmtest          | Pearson        | -0.507471    | 3.31094e-09 |     6 |          2.55556 |
| 12 | lmtest          | Point-Biserial | -0.168305    | 0.0468378   |     7 |          2.55556 |
| 13 | lmtest          | Pearson        | -0.465434    | 6.86316e-09 |     7 |          2.55556 |
|  0 | VLTimeCausality | Point-Biserial | -0.688083    | 0.000797722 |     1 |          2.55556 |
|  1 | VLTimeCausality | Pearson        | -0.919928    | 9.58368e-09 |     1 |          2.55556 |
|  2 | VLTimeCausality | Point-Biserial | -0.435706    | 0.00495128  |     2 |          2.55556 |
|  3 | VLTimeCausality | Pearson        | -0.605221    | 3.5156e-05  |     2 |          2.55556 |
|  4 | VLTimeCausality | Point-Biserial | -0.350703    | 0.00600996  |     3 |          2.55556 |
|  5 | VLTimeCausality | Pearson        | -0.433112    | 0.000547173 |     3 |          2.55556 |
|  6 | VLTimeCausality | Point-Biserial | -0.312189    | 0.00481463  |     4 |          2.55556 |
|  7 | VLTimeCausality | Pearson        | -0.398147    | 0.000254649 |     4 |          2.55556 |
|  8 | VLTimeCausality | Point-Biserial | -0.302577    | 0.00221492  |     5 |          2.55556 |
|  9 | VLTimeCausality | Pearson        | -0.456804    | 1.7777e-06  |     5 |          2.55556 |
| 10 | VLTimeCausality | Point-Biserial | -0.275014    | 0.00236626  |     6 |          2.55556 |
| 11 | VLTimeCausality | Pearson        | -0.393803    | 8.59038e-06 |     6 |          2.55556 |
| 12 | VLTimeCausality | Point-Biserial | -0.2623      | 0.00174359  |     7 |          2.55556 |
| 13 | VLTimeCausality | Pearson        | -0.403966    | 7.43846e-07 |     7 |          2.55556 |
|  0 | NlinTS          | Point-Biserial |  0.312537    | 0.179722    |     1 |          2.55556 |
|  1 | NlinTS          | Pearson        | -0.071661    | 0.764003    |     1 |          2.55556 |
|  2 | NlinTS          | Point-Biserial |  0.128316    | 0.430066    |     2 |          2.55556 |
|  3 | NlinTS          | Pearson        |  0.229416    | 0.154442    |     2 |          2.55556 |
|  4 | NlinTS          | Point-Biserial |  0.0981255   | 0.455733    |     3 |          2.55556 |
|  5 | NlinTS          | Pearson        |  0.100468    | 0.444996    |     3 |          2.55556 |
|  6 | NlinTS          | Point-Biserial |  0.078913    | 0.486556    |     4 |          2.55556 |
|  7 | NlinTS          | Pearson        |  6.93889e-18 | 1           |     4 |          2.55556 |
|  8 | NlinTS          | Point-Biserial |  0.0754857   | 0.455406    |     5 |          2.55556 |
|  9 | NlinTS          | Pearson        |  0.0458831   | 0.650332    |     5 |          2.55556 |
| 10 | NlinTS          | Point-Biserial |  0.0872261   | 0.343476    |     6 |          2.55556 |
| 11 | NlinTS          | Pearson        |  0.0549437   | 0.551156    |     6 |          2.55556 |
| 12 | NlinTS          | Point-Biserial |  0.0917268   | 0.281092    |     7 |          2.55556 |
| 13 | NlinTS          | Pearson        | -0.031395    | 0.712701    |     7 |          2.55556 |
|  0 | statsmodels     | Point-Biserial | -0.567799    | 0.00901461  |     1 |          2.77778 |
|  1 | statsmodels     | Pearson        | -0.71775     | 0.000366461 |     1 |          2.77778 |
|  2 | statsmodels     | Point-Biserial | -0.322902    | 0.0421279   |     2 |          2.77778 |
|  3 | statsmodels     | Pearson        | -0.261318    | 0.103365    |     2 |          2.77778 |
|  4 | statsmodels     | Point-Biserial | -0.260393    | 0.0444972   |     3 |          2.77778 |
|  5 | statsmodels     | Pearson        | -0.35222     | 0.00578127  |     3 |          2.77778 |
|  6 | statsmodels     | Point-Biserial | -0.225244    | 0.0445547   |     4 |          2.77778 |
|  7 | statsmodels     | Pearson        | -0.352862    | 0.00132573  |     4 |          2.77778 |
|  8 | statsmodels     | Point-Biserial | -0.222108    | 0.0263528   |     5 |          2.77778 |
|  9 | statsmodels     | Pearson        | -0.354547    | 0.000295508 |     5 |          2.77778 |
| 10 | statsmodels     | Point-Biserial | -0.200962    | 0.027744    |     6 |          2.77778 |
| 11 | statsmodels     | Pearson        | -0.266788    | 0.00322427  |     6 |          2.77778 |
| 12 | statsmodels     | Point-Biserial | -0.176424    | 0.0370562   |     7 |          2.77778 |
| 13 | statsmodels     | Pearson        | -0.230417    | 0.00616558  |     7 |          2.77778 |
|  0 | vars            | Point-Biserial | -0.567421    | 0.00907087  |     1 |          2.77778 |
|  1 | vars            | Pearson        | -0.731153    | 0.000249748 |     1 |          2.77778 |
|  2 | vars            | Point-Biserial | -0.353778    | 0.0251226   |     2 |          2.77778 |
|  3 | vars            | Pearson        | -0.497639    | 0.00108604  |     2 |          2.77778 |
|  4 | vars            | Point-Biserial | -0.262149    | 0.0430303   |     3 |          2.77778 |
|  5 | vars            | Pearson        | -0.473882    | 0.000131011 |     3 |          2.77778 |
|  6 | vars            | Point-Biserial | -0.214811    | 0.0556856   |     4 |          2.77778 |
|  7 | vars            | Pearson        | -0.511352    | 1.25228e-06 |     4 |          2.77778 |
|  8 | vars            | Point-Biserial | -0.187436    | 0.0618487   |     5 |          2.77778 |
|  9 | vars            | Pearson        | -0.524122    | 2.18888e-08 |     5 |          2.77778 |
| 10 | vars            | Point-Biserial | -0.186781    | 0.041084    |     6 |          2.77778 |
| 11 | vars            | Pearson        | -0.504876    | 4.09774e-09 |     6 |          2.77778 |
| 12 | vars            | Point-Biserial | -0.163512    | 0.0535618   |     7 |          2.77778 |
| 13 | vars            | Pearson        | -0.462245    | 8.95953e-09 |     7 |          2.77778 |
|  0 | lmtest          | Point-Biserial | -0.567525    | 0.00905542  |     1 |          2.77778 |
|  1 | lmtest          | Pearson        | -0.73122     | 0.000249254 |     1 |          2.77778 |
|  2 | lmtest          | Point-Biserial | -0.353805    | 0.0251107   |     2 |          2.77778 |
|  3 | lmtest          | Pearson        | -0.497645    | 0.00108587  |     2 |          2.77778 |
|  4 | lmtest          | Point-Biserial | -0.262182    | 0.0430027   |     3 |          2.77778 |
|  5 | lmtest          | Pearson        | -0.473875    | 0.000131045 |     3 |          2.77778 |
|  6 | lmtest          | Point-Biserial | -0.21482     | 0.0556744   |     4 |          2.77778 |
|  7 | lmtest          | Pearson        | -0.511269    | 1.25809e-06 |     4 |          2.77778 |
|  8 | lmtest          | Point-Biserial | -0.187453    | 0.061825    |     5 |          2.77778 |
|  9 | lmtest          | Pearson        | -0.524063    | 2.19828e-08 |     5 |          2.77778 |
| 10 | lmtest          | Point-Biserial | -0.186775    | 0.0410902   |     6 |          2.77778 |
| 11 | lmtest          | Pearson        | -0.504771    | 4.13306e-09 |     6 |          2.77778 |
| 12 | lmtest          | Point-Biserial | -0.163505    | 0.0535711   |     7 |          2.77778 |
| 13 | lmtest          | Pearson        | -0.462148    | 9.03245e-09 |     7 |          2.77778 |
|  0 | VLTimeCausality | Point-Biserial | -0.688362    | 0.000792231 |     1 |          2.77778 |
|  1 | VLTimeCausality | Pearson        | -0.92003     | 9.47803e-09 |     1 |          2.77778 |
|  2 | VLTimeCausality | Point-Biserial | -0.435952    | 0.00492412  |     2 |          2.77778 |
|  3 | VLTimeCausality | Pearson        | -0.605002    | 3.54486e-05 |     2 |          2.77778 |
